Movie,Years,Duration,Genre,Rating,,Actor_1,Actor_2,Actor_3,Actor_4
Pilpili Saheb,1954,,Comedy,,,H.S. Kavatra,Pran,Shyama,Agha
Pooja,1954,,"Drama, Romance",,,Bhagwan Das Varma,Purnima,Bharat Bhushan,Hiralal
Prisoner of Golconda,1954,,Fantasy,,,Prem Nath,Prem Nath,Bina Rai,Rajendranath Malhotra
Pyaase Nain,1954,,,,,Bhudo Advani,Anwari,Gope,Nimmi
Radha Krishna,1954,120 min,Fantasy,7.9,7,Raja Nene,Kamini Kaushal,Ratan Kumar,Agha
Rajyogi Bharthari,1954,,,,,Sumitra Devi,Bipin Gupta,Jankidas,Trilok Kapoor
Ramman,1954,,Drama,,,Hiren Bose,Cuckoo,Karan Dewan,Majnu
Rasiya,1954,,Drama,,,,,,
Rihaee,1954,,,,,K. Ramnoth,,,
Rishta,1954,,"Drama, Family",,,Aslam,Suresh,Nigar Sultana,Anwar
Ritu Vihaar,1954,,Drama,,,,,,
Sadma,1954,,Drama,,,,,,
Sahil,1954,,Mystery,,,Amar,Chitra,Jankidas,Shammi Kapoor
Saltanat,1954,,,,,Dwarka Khosla,Manher Desai,Shyama,Anwar Hussain
Samaj,1954,,Drama,,,Vasant Joglekar,Ashok Kumar,Shashikala,Usha Kiran
Samrat,1954,,"Action, Adventure",,,Najam Naqvi,Ajit,Kamaleshkumari,Randhir
Sangam,1954,,"Drama, Family",,,Kiran Kumar,Shekhar,Kamini Kaushal,Shashikala
Savdhan,1954,,,,,Datta Dharmadhikari,Raja Gosavi,Shyam Kumar,Dada Mirasi
Shabab,1954,,"Drama, Romance",5.5,25,M. Sadiq,Bharat Bhushan,Nutan,Shyam Kumar
Shaheed-E-Azad Bhagat Singh,1954,,,7.5,13,Prem Adib,Smriti Biswas,Cuckoo,Paidi Jairaj
Shama Parwana,1954,147 min,"Drama, Romance",6.6,23,D.D. Kashyap,Suraiya,Shammi Kapoor,Mubarak
Shart,1954,,"Drama, Family",5.8,9,Bibhuti Mitra,Deepak,Shyama,I.S. Johar
Sheeshe Ki Diwar,1954,122 min,,,,K.A. Abbas,Manmohan Krishna,Ruby Mayer,Pran
Sher Dil,1954,,"Action, Adventure",,,Boman Shroff,Shree Bhagwan,John Cawas,Dalpat
Shiv Kanya,1954,140 min,Fantasy,,,Dhirubhai Desai,Indira Bansal,Anjali Devi,Trilok Kapoor
Shiv Ratri,1954,,,,,Jayant Desai,Manher Desai,Trilok Kapoor,Nirupa Roy
Shobha,1954,,,,,Niren Lahiri,Abhi Bhattacharya,Manju Dey,Usha Kiran
Shri Chaitanya Mahaprabhu,1954,,Biography,6.8,6,Vijay Bhatt,Bharat Bhushan,Durga Khote,Ram Mohan
Sitamgar,1954,,Action,,,Aakkoo,Habib,Nazir Kashmiri,Krishna Kumari
Subah Ka Tara,1954,107 min,Romance,5.4,9,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar
Suhagan,1954,,"Drama, Family",6.3,6,Anant Mane,Guru Dutt,Mala Sinha,Geeta Bali
Taxi Driver,1954,133 min,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
Teen Tasveereen,1954,,,,,S.S. Solanki,Neena Maker,Anil Kishore,Kishore Kumar
Teer,1954,,Drama,,,,,,
Tilottama,1954,,,,,Babubhai Mistry,Chitra,Arvind Pandya,B.M. Vyas
Toote Khilone,1954,,,,,Nanabhai Bhatt,Gulab,Ranjit Kumari,Asha Mathur
Tulsidas,1954,,"Drama, History, Romance",6.6,14,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Mahipal,Shyama
Vijaygar,1954,,Action,,,Abu Bakar,Habib,Shyam Kumar,Krishna Kumari
Waris,1954,122 min,"Drama, Family",6.4,9,Nitin Bose,Talat Mahmood,Suraiya,Nadira
Watan,1954,,Drama,,,Nanabhai Bhatt,Trilok Kapoor,Imtiaz Khan,Madan Puri
Aabshar,1953,,"Drama, Romance",5,5,Hasrat Lucknowi,Iftekhar,Kuldip Kaur,Raaj Kumar
Aag Ka Dariya,1953,,"Drama, Family",,,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
Aaghosh,1953,,"Drama, Romance",,,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
Aah,1953,150 min,"Drama, Musical, Romance",7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
Aansoo,1953,,Drama,,,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
Aas,1953,,Romance,5.1,13,Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash
Akash,1953,119 min,,,,Manmohan Sabir,Agha,Manmohan Krishna,Nadira
Alif-Laila,1953,135 min,Fantasy,6.3,11,K. Amarnath,Nimmi,Asha Mathur,Pran
Anand Bhawan,1953,,,,,S.M. Yusuf,Trilok Kapoor,Nigar Sultana,
Anarkali,1953,175 min,"History, Musical, Romance",7.2,72,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar,Kuldip Kaur
Armaan,1953,130 min,"Drama, Family",6.8,19,Fali Mistry,Dev Anand,Madhubala,Shakila
Aurat,1953,,"Action, Adventure, Drama",4.9,14,Bhagwan Das Varma,Bina Rai,Prem Nath,Purnima
Baaz,1953,140 min,"Action, Adventure, Musical",7.3,93,Guru Dutt,Guru Dutt,Geeta Bali,K.N. Singh
Babla,1953,,,,,N.B. Agrami,Bibhuti Laha,Paresh Bannerjee,Hiralal
Baghi,1953,,"Action, Drama",,,Anant Thakur,Ranjan,Naseem Banu,Pran
Bahadur,1953,,,,,Ratilal Hemchand Punatar,Amarnath,Anwar Hussain,Roopmala
Bahu Beti,1953,,,,,C.L. Dheer,Amarnath,Geeta Bali,Jaswant
Bhagyawan,1953,,"Drama, Family",,,Datta Dharmadhikari,Nirupa Roy,Raja Nene,Yashodra Katju
Chacha Chowdhury,1953,,"Drama, Family",,,Raja Paranjpe,Shashikala,Kamal Mehra,Durga Khote
Chalis Baba Ek Chor,1953,,"Comedy, Drama, Family",,,P.L. Santoshi,David Abraham,Smriti Biswas,Chanda
Chandirani,1953,,,,,Agha,,,
Char Chand,1953,,"Drama, Family",,,A. Karim,Shyama,Altaf,Master Bhagwan
Daaera,1953,139 min,Drama,6.5,32,Kamal Amrohi,Meena Kumari,Nasir Khan,M. Kumar
Dana Paani,1953,,,,,V.M. Vyas,Bharat Bhushan,Meena Kumari,
Dard-E-Dil,1953,,"Drama, Romance",,,Nitin Bose,Nimmi,Prem Nath,Nawab
Dharma Pathni,1953,106 min,Drama,,,Ramchandra Thakur,Nirupa Roy,Mahipal,Moti Sagar
Dhoon,1953,,"Drama, Romance",7,29,M. Kumar,Eddie Billimoria,Raj Kapoor,M. Kumar
Dhuaan,1953,,Mystery,,,Roshan Lal Malhotra,Pratima Devi,Jeevan,Usha Kiran
Dil-E-Nadan,1953,142 min,Romance,6.7,10,Abdul Rashid Kardar,Talat Mahmood,Shyama,Shyam Kumar
Do Bigha Zamin,1953,131 min,Drama,8.4,"1,857",Bimal Roy,Balraj Sahni,Nirupa Roy,Ratan Kumar
Ek Do Teen,1953,140 min,Comedy,,,R.K. Shoery,Meena Shorey,Motilal,Majnu
Fareb,1953,,Drama,,,Ismat Chughtai,Shaheed Latif,Amar,Maya Dass
Farmaish,1953,,Drama,,,Bharat Bhushan,Chandrashekhar,Kuldip Kaur,Pran
Firdaus,1953,,Drama,,,H. Ahluwalia,Vasant Joglekar,Geeta Bali,Lalita Pawar
Foot Path,1953,148 min,"Comedy, Crime, Drama",7.5,57,Zia Sarhadi,Dilip Kumar,Meena Kumari,Ramesh Thapar
Gaon Ki Kahani,1953,,Documentary,,,Harisadhan Dasgupta,,,
Gauhar,1953,,Family,,,Bina Rai,Rehman,,
Gharbaar,1953,,,,,Dinkar D. Patil,,,
Gorilla,1953,,Action,,,Aakkoo,Habib,Bimla Kumari,Krishna Kumari
Gul Sanobar,1953,,"Drama, Fantasy",,,Aspi Irani,Agha,Habib,Jagdish Kanwal
Gunah,1953,,,,,Kidar Nath Sharma,Geeta Bali,Jagdev,Vijayalaxmi
Hari Darshan,1953,,,,,Raman B. Desai,Leela Chitnis,Bipin Gupta,D.K. Sapru
Hazaar Raaten,1953,,,,,Jayant Desai,,,
Humdard,1953,,,,,Smriti Biswas,Yashodra Katju,Nimmi,Shekhar
Humsafar,1953,,"Drama, Romance",7.9,9,A.N. Bannerjee,Chetan Anand,Dev Anand,Kalpana Kartik
Husn Ka Chor,1953,,"Adventure, Fantasy",,,Mahipal,Abdullah,Aftab,Arti
Jallianwalla Baag Ki Jyoti,1953,,,,,R.S. Choudhury,Achala Sachdev,,
Jeewan Jyoti,1953,,Drama,6.4,22,Mahesh Kaul,Shammi Kapoor,Shashikala,Leela Mishra
Jhamela,1953,,,,,Master Bhagwan,Geeta Bali,,
Jhansi Ki Rani,1953,97 min,"Biography, Drama, History",6.9,89,Sohrab Modi,Mehtab,Sohrab Modi,Mubarak
Jungle Ka Jawahar,1953,,Adventure,,,Homi Wadia,Fearless Nadia,John Cawas,Dalpat
Khoj,1953,,Mystery,,,Balwant Bhatt,Shammi,Mahipal,Satish
Ladki,1953,161 min,Comedy,5.9,16,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
Laharen,1953,,,,,Kishore Kumar,,,
Lahren,1953,,,,,Harnam Singh Rawail,Bipin Gupta,Kishore Kumar,Leela Mishra
Laila Majnu,1953,132 min,Romance,8,25,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
Madmust,1953,,,,,Jagdish Pant,Nisar Ahmad Ansari,Mukri,Nirupa Roy
Mahatma,1953,,,,,Datta Dharmadhikari,David Abraham,Raj Goswami,Gajanan Jagirdar
Malkin,1953,,,,,O.P. Dutta,Durga Khote,Nutan,Pran
Mallika Soloni,1953,,,,,Mohammed Hussain,Helen,Kamran,Krishna Kumari
Manchala,1953,,,,,Jayant Desai,Manher Desai,Jeevan,Krishna Kumari
Mashooka,1953,,Romance,,,Shanti Kumar,Mukesh,Suraiya,Durga Khote
Mehmaan,1953,,,,,Ramanand Sagar,Prem Nath,Nimmi,Sajjan
Naag Panchami,1953,,"Fantasy, Musical",,,Raman B. Desai,Nirupa Roy,Manher Desai,Durga Khote
Nabin Yatra,1953,,,,,Subodh Mitra,Tulsi Chakraborty,Vasant Choudhury,Devbala
Naina,1953,,,,,Ravindra Dave,Geeta Bali,Abhi Bhattacharya,Leela Mishra
Naulakha Haar,1953,120 min,"Drama, History",6.2,8,Harsukh Jagneshwar Bhatt,Bhalchandra Shukla,Arvind,Ishwarlal
Nav Durga,1953,,,,,Babubhai Mistry,,,
Naya Ghar,1953,,"Drama, Family",,,D.D. Kashyap,Shekhar,Geeta Bali,Begum Para
Naya Rasta,1953,,,,,Jayant Desai,Manher Desai,Bipin Gupta,Nirupa Roy
Paheli Shaadi,1953,140 min,,,,Ram Daryani,Bharat Bhushan,Gope,Kammo
Papi,1953,111 min,"Crime, Drama",7.6,53,Chandulal Shah,Nargis,Raj Kapoor,Dulari
Patita,1953,143 min,Drama,7.8,64,Amiya Chakrabarty,Dev Anand,Usha Kiran,Agha
Rahi,1953,139 min,Drama,7,28,Khwaja Ahmad Abbas,Dev Anand,Nalini Jaywant,Balraj Sahni
Rail Ka Dibba,1953,,Drama,8,36,Prem Narayan Arora,Madhubala,Shammi Kapoor,Sajjan
Raj Ratan,1953,,,,,Nirupa Roy,,,
Rangila,1953,,,,,Master Bhagwan,Master Bhagwan,Leela Gandhi,
Samsheer,1953,,,,,Gyan Mukherjee,Ashok Kumar,Bhanumati,Master Bhagwan
Shagufa,1953,,,,,Harnam Singh Rawail,Rajendranath Malhotra,Prem Nath,Bina Rai
Shahenshah,1953,123 min,Action,4.6,9,Amiya Chakrabarty,Ranjan,Shakila,K.N. Singh
Shamsherbaaz,1953,,Action,,,Noshir Engineer,Fearless Nadia,John Cawas,Sardar Mansur
Shikast,1953,110 min,Drama,7,41,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
Shole,1953,,Drama,7.1,29,B.R. Chopra,Ashok Kumar,Bina Rai,Purnima
Shuk Rambha,1953,,Fantasy,,,Dhirubhai Desai,Anjali Devi,Nirupa Roy,Bharat Bhushan
Shyama,1953,126 min,,,,Joshiy,Vinayan,Shyama,
Suhag Sindoor,1953,,,,,Shyama,,,
Teen Batti Char Raasta,1953,,Drama,7.3,17,Shantaram Rajaram Vankudre,Karan Dewan,Lalita Kumari,Leela Mishra
The Fiancee,1953,151 min,"Drama, Romance",6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran
Thokar,1953,140 min,"Drama, Family",7.3,13,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor
Aandhiyan,1952,136 min,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aasmaan,1952,,"Drama, Family",,,Dalsukh M. Pancholi,Nasir Khan,Shyama,Veena
Ajeeb Ladki,1952,,,,,Agha,Naseem Banu,Cuckoo,Jayant
Aladdin and the Wonderful Lamp,1952,144 min,"Adventure, Fantasy",5.9,15,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi
Amber,1952,141 min,"Action, Adventure, Drama",6.9,65,Jayant Desai,Nargis,Raj Kapoor,Agha
Amnol Sahara,1952,,Drama,,,Raaj Kumar,,,
Anand Math,1952,176 min,"Biography, Drama, History",7.6,85,Hemen Gupta,Prithviraj Kapoor,Geeta Bali,Ranjana
Anhonee,1952,155 min,"Drama, Romance, Thriller",7.2,77,Khwaja Ahmad Abbas,Nargis,Raj Kapoor,Agha
Anjaam,1952,,,,,Shanti Kumar,Dulari,Kuldip Kaur,Prem Nath
Annadata,1952,,,,,Ismail Memon,Ajit,Nisar Ahmad Ansari,Kanhaiyalal Chaturvedi
Apni Izzat,1952,,,,,Nanabhai Bhatt,David Abraham,Agha,Gope
Ashiana,1952,104 min,"Drama, Romance",7.6,49,B. Trilochan,Nargis,Raj Kapoor,Shivraj
Badnam,1952,,Drama,,,D.D. Kashyap,Helen,Murad,Balraj Sahni
Baghdad,1952,,"Adventure, Fantasy",6.5,11,Nanabhai Bhatt,Master Bhagwan,Bharati Devi,Anwar Hussain
Baiju Bawra,1952,165 min,"Drama, Musical, Romance",7.4,343,Vijay Bhatt,Meena Kumari,Bharat Bhushan,Surendra
Betaab,1952,,,,,Harbans,Ashok Kumar,Geeta Bali,Motilal
Bewafa,1952,112 min,"Drama, Romance",7.6,80,M.L. Anand,Nargis,Ashok Kumar,Raj Kapoor
Bhakta Puran,1952,,,,,Dhirubhai Desai,Shahu Modak,Lalita Pawar,Nirupa Roy
Bhule Bhatke,1952,,"Comedy, Fantasy",,,Brij,Brijmohan,Master Bhagwan,Baburao Pahelwan
Chamkee,1952,,,,,J.K. Nanda,Cuckoo,Jeevan,Leela Mishra
Chham Chhama Chham,1952,,"Comedy, Musical",,,P.L. Santoshi,Rehana,Kishore Kumar,Pran
Chhatrapati Shivaji,1952,170 min,"Drama, History",8.3,39,Bhalji Pendharkar,Parshwanath Yeshwant Altekar,Chandrakant,Gajanan Jagirdar
Chhoti Maa,1952,,,,,Hemchandra Chunder,Asitbaran,Molina Devi,Manorama
Daag,1952,149 min,"Drama, Romance",7,159,Amiya Chakrabarty,Dilip Kumar,Nimmi,Usha Kiran
Deewana,1952,,Romance,5,10,Abdul Rashid Kardar,Suraiya,Sumitra Devi,Suresh
Devyani,1952,,,,,Mahipal,,,
Dhobi Doctor,1952,,Drama,,,Phani Majumdar,Jagdeep,Usha Kiran,Kishore Kumar
Do Raha,1952,,"Drama, Family",,,Bal Chhabra,Shekhar,Nalini Jaywant,K.N. Singh
Doag,1952,,,,,Kanhaiyalal Chaturvedi,,,
Draupadi Vastraharan,1952,,,,,W. Garcher,Amarnath,Mangla,Shahu Modak
Fuji-Lama,1952,,,,,Habib,Rajan Haksar,Shanta Kanwar,Manorama
Ghungroo,1952,,Drama,,,Hiren Bose,Om Prakash,K.N. Singh,
Goonj,1952,125 min,"Drama, Family",,,Phani Majumdar,Master Bhagwan,Manju,Madan Puri
Hamari Duniya,1952,,,,,Kishore Sahu,Menaka Devi,Om Prakash,Kishore Sahu
Hyderabad Ki Nazneen,1952,,Drama,,,Manher Desai,Nigar Sultana,Murad,Durga Khote
Indrasen,1952,,,,,Raja Nene,,,
Insaan,1952,,Drama,,,Jagdish Sethi,Prithviraj Kapoor,Ragini,Kamal Kapoor
Izzat,1952,,,6.4,5,Taimur Brhramshah,Agha,Jeevan,Manorama
Jaal,1952,165 min,"Crime, Thriller",7.2,115,Guru Dutt,Dev Anand,Geeta Bali,K.N. Singh
Jaggu,1952,,,,,Jagdish Sethi,Kamal Kapoor,Kuldip Kaur,Ram Mohan
Jalpari,1952,,Fantasy,,,Mohan Sinha,Ashok Kumar,Nalini Jaywant,Geeta Bali
Jeet Kiski,1952,,,,,Vasant Joglekar,,,
Kafila,1952,,Musical,,,Aravind Sen,Ashok Kumar,Nalini Jaywant,Motilal
Khubsurat,1952,,Romance,,,S.F. Hasnain,Nasir Khan,Suraiya,Jankidas
Krishna Kanhaiya,1952,,Fantasy,,,Sundarrao Nadkarni,,,
Kyonji,1952,,,,,Nari Ghadiali,Agha,Prakash,Leela Kumari
Lal Kunwar,1952,,"Drama, Family",,,Ravindra Dave,Nasir Khan,Suraiya,Paidi Jairaj
Lanka Dahan,1952,,,,,Raja Nene,,,
Mamta,1952,,,,,Gunjal,,,
Mordhwaj,1952,,,,,Balwant Bhatt,Prem Adib,Raj Adib,Sashi Kapoor
Moti Mahal,1952,,"Comedy, Drama, Fantasy",,,Ravindra Dave,Ajit,Suraiya,Jeevan
Mr. Sampat,1952,165 min,Comedy,7.4,27,S.S. Vasan,Motilal,Padmini,Kanhaiyalal Chaturvedi
Nanhe Munne,1952,,,,,Datta Dharmadhikari,Raja Gosavi,,
Nau Bahar,1952,,"Drama, Family",6.6,9,Anand Kumar,Ashok Kumar,Nalini Jaywant,Kuldip Kaur
Nazaria,1952,,Romance,,,David Abraham,Geeta Bali,Helen,Begum Para
Neelam Pari,1952,,"Adventure, Fantasy",,,Dhirubhai Desai,Geeta Bali,Gope,Kuldip Kaur
Nishan Danka,1952,,Adventure,,,Jayant Desai,Shyama,Jeevan,Tabassum
Parbat,1952,,"Action, Drama",,,O.P. Dutta,Raj Mehra,Prem Nath,Nutan
Parchhain,1952,,"Drama, Family",5.8,16,Shantaram Rajaram Vankudre,Shantaram Rajaram Vankudre,Jayashree,Sandhya
Poonam,1952,,Romance,,,M. Sadiq,Kamini Kaushal,Ashok Kumar,Om Prakash
Raag Rang,1952,,Romance,,,Digvijay,Ashok Kumar,Geeta Bali,Madan Puri
Raja Harishchandra,1952,146 min,History,6,7,Raman B. Desai,Prem Adib,Sumitra Devi,Bipin Gupta
Rajrani Damayanti,1952,,,,,Raja Nene,Trilok Kapoor,Nirupa Roy,Ram Singh
Rangili,1952,,Drama,,,Najam Naqvi,Raaj Kumar,Mehmood,Leela Mishra
Rani,1952,,,,,L.V. Prasad,Wahab Kashmiri,Anup Kumar,Raja
Resham,1952,,Drama,,,Lekhraj Bhakri,,,
Saloni,1952,,Drama,,,Jagatrai Pesumal Advani,Ashok Kumar,Nalini Jaywant,Mohana
Sandesh,1952,,,,,Bal Gajbar,Durga Khote,Lalita Pawar,
Sangdil,1952,150 min,"Drama, Mystery, Romance",7.3,96,R.C. Talwar,Madhubala,Dilip Kumar,Shammi
Sanskar,1952,,"Drama, Family",,,V.M. Vyas,Mumtaz,Pran,Murad
Sapna,1952,,"Drama, Family, Romance",,,Kishore Sahu,,,
Saqi,1952,,"Fantasy, Romance",6.7,13,Harnam Singh Rawail,Prem Nath,Madhubala,Bipin Gupta
Sheesha,1952,,,,,Shaheed Latif,Amar,Cuckoo,Bimla Kumari
Shin Shinaki Boobla Boo,1952,,Fantasy,,,P.L. Santoshi,Sadhona Bose,Mehmood,Ranjan
Shisham,1952,,"Drama, Family",,,Kishore Sharma,Nasir Khan,Nutan,Gope
Shiv Leela,1952,,,,,Govind B. Ghanekar,,,
Shiv Shakti,1952,,Fantasy,,,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy
Shrimati Ji,1952,,"Comedy, Thriller",4.1,7,I.S. Johar,Nasir Khan,Shyama,I.S. Johar
Sinbad Jahazi,1952,,Adventure,4,8,Nanabhai Bhatt,Nirupa Roy,,
Sindbad the Sailor,1952,,Fantasy,,,Master Bhagwan,Jayant,Pran,Ranjan
Tamasha,1952,127 min,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
Tarang,1952,,,,,Ajit,Jeevan,Manorama,Munawwar Sultana
The Savage Princess,1952,101 min,"Action, Adventure, Drama",7,280,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
Usha Kiron,1952,,,,,Jawaid Hussain,Mazhar Khan,Geeta Bali,Nimmi
Vanraj,1952,,,,,Mohammed Hussain,,,
Vasna,1952,,,,,Ajit,Trilok Kapoor,,
Veer Arjun,1952,,Musical,,,Trilok Kapoor,Nirupa Roy,,
Vidyasagar,1952,,,8,13,Kali Prasad Ghosh,Pahadi Sanyal,Gurudas Bannerjee,Tarakumar Bhaduri
Vishwamitra,1952,,,,,Baburao Painter,Sheela Naik,D.K. Sapru,
Yatrik,1952,,Drama,8.8,8,Kartick Chattopadhyay,Vasant Choudhury,Arundhati Devi,Tulsi Chakraborty
Zalzala,1952,,"Drama, Romance",7.6,8,Paul Zils,Kishore Sahu,Geeta Bali,Dev Anand
Zamane Ki Hawa,1952,,,,,Walli,Pran,Mumtaz Shanti,
25th July,1951,,,7.6,5,Chitra Mitra,,,
Aaram,1951,,Romance,6.8,40,D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood
Adaa,1951,,Romance,,,Devendra Goel,Shekhar,Rehana,Gope
Aflatoon,1951,,,,,Jaswant Jhaveri,Master Bhagwan,,
Afsana,1951,168 min,"Drama, Family",7.8,57,B.R. Chopra,Ashok Kumar,Veena,Jeevan
Albela,1951,158 min,"Comedy, Drama, Musical",7,82,Master Bhagwan,Geeta Bali,Master Bhagwan,Badri Prasad
Andolan,1951,156 min,"Drama, History",,,Phani Majumdar,Kishore Kumar,Gauri Devi,Krishnakant
Awaara,1951,193 min,"Drama, Musical, Romance",7.9,"3,813",Raj Kapoor,Raj Kapoor,Nargis,Prithviraj Kapoor
Azadi Ke Baad,1951,,Drama,,,Jeevan,Meera Mishra,,
Baazi,1951,143 min,"Crime, Drama, Musical",7.3,343,Guru Dutt,Dev Anand,Geeta Bali,Kalpana Kartik
Babla,1951,,Drama,7.4,11,Agradoot,Paresh Bannerjee,Naren Bhattacharya,Nibhanani Devi
Badal,1951,146 min,"Action, Romance",6.7,34,Amiya Chakrabarty,Madhubala,Prem Nath,Purnima
Bade Sahab,1951,,,,,G.P. Pawar,,,
Badi Bahu,1951,,"Drama, Family",,,Shamim Bhagat,Chanda,Sulochana Chatterjee,Nimmi
Bahar,1951,170 min,Drama,5.7,18,M.V. Raman,Karan Dewan,Vyjayanthimala,Pran
Bare Bhaiyya,1951,,Musical,,,Aspi Irani,Lala Yaqoob,Agha,Nirupa Roy
Bedardi,1951,,,,,Geeta Bali,Jeevan,Amirbai Karnataki,Nimmi
Bhola Shankar,1951,,,,,Vishram Bedekar,Sadhona Bose,,
Bikhare Moti,1951,,,,,S.M. Yusuf,Jayant,Jeevan,Kamini Kaushal
Buzdil,1951,,"Drama, Family",6.4,8,Shaheed Latif,Prem Nath,Nimmi,Kishore Sahu
Damaad,1951,,Comedy,,,Brij Rani,Master Bhagwan,Krishna Kumari,A. Shah Shikarpuri
Daman,1951,,"Drama, Family",,,Nanabhai Bhatt,Ajit,Nigar Sultana,Pran
Dasavtaar,1951,,,,,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy
Deedar,1951,130 min,"Musical, Romance",7.6,198,Nitin Bose,Nargis,Ashok Kumar,Dilip Kumar
Dholak,1951,155 min,"Comedy, Romance",6.3,6,Roop K. Shorey,Ajit,Meena Shorey,Shyamlal
Dilwar,1951,,,,,Agha,,,
Do Sitare,1951,,"Drama, Romance",7.7,9,D.D. Kashyap,Suraiya,Dev Anand,Prem Nath
Ek Nazar,1951,112 min,"Drama, Romance",,,O.P. Dutta,Karan Dewan,Nalini Jaywant,Rehman
Ek Tha Raja,1951,,History,,,K. Ramnoth,Anjali Devi,Pandharibai,
Ghayal,1951,156 min,Drama,,,Ramchandra Thakur,Geeta Bali,Sulochana Chatterjee,Nand Kishore
Hamari Shaan,1951,,,,,Balwant Bhatt,David Abraham,Bharat Bhushan,Yashodra Katju
Hanumaan Pataal Vijay,1951,,"Drama, Fantasy",,,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi
Hulchul,1951,,Drama,7.5,54,S.K. Ojha,Nargis,Sitara,Dilip Kumar
Hum Log,1951,144 min,Drama,6.5,15,Zia Sarhadi,Nutan,Shyama,Durga Khote
Ishwar Bhakti,1951,,,,,Gunjal,Trilok Kapoor,Nirupa Roy,
Jadoo,1951,,"Drama, Fantasy",5.8,8,Abdul Rashid Kardar,Suresh,Shyam Kumar,Nalini Jaywant
Jai Mahakali,1951,162 min,Fantasy,7.2,5,Dhirubhai Desai,Nirupa Roy,Shahu Modak,Ulhas
Jai Mahalaxmi,1951,,,,,Arun,Nirmala Devi,Mahipal,
Jai Shankar,1951,,,,,Ishwarlal,,,
Jawani Ki Aag,1951,,Drama,,,Harnam Singh Rawail,Ramola,,
Johari,1951,,,,,Niranjan,Geeta Bali,Manorama,
Kaale Badal,1951,,Drama,,,Shyam Sunder,Pratima Devi,Jeevan,Tabassum
Kalakar,1951,,,,,Agha,,,
Kali Ghata,1951,145 min,"Drama, Romance",6.3,9,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur
Kashmir,1951,,Drama,,,Rajendranath Jolly,Veena,Nirupa Roy,Kuldip Kaur
Khazana,1951,,"Action, Adventure",,,M. Sadiq,Madhubala,Nasir Khan,Gope
Lakshmi Narayan,1951,119 min,Fantasy,,,Nanabhai Bhatt,Meena Kumari,Mahipal,
Lav Kush,1951,,,,,Nanabhai Bhatt,Nirupa Roy,Prem Adib,Umakant
Lokmanya Bal Gagadhar Tilak,1951,,Documentary,,,Vishram Bedekar,,,
Madhosh,1951,,"Drama, Family, Musical",6.8,12,J.B.H. Wadia,Meena Kumari,Manher Desai,Usha Kiran
Maldar,1951,,,,,Balraj Sahni,,,
Malhar,1951,,"Family, Drama",4.9,10,Harish,Arjun,Shammi,Moti Sagar
Mangla,1951,,,,,S.S. Vasan,Badri Prasad,Agha,David Abraham
Maya Machhindra,1951,,Fantasy,,,Aspi Irani,Trilok Kapoor,Amirbai Karnataki,Usha Kiran
Nadaan,1951,,Romance,6.9,12,Hira Singh,Dev Anand,Madhubala,Sunalini Devi
Nagina,1951,,"Mystery, Romance, Thriller",6.2,21,Ravindra Dave,Nutan,Nasir Khan,Bipin Gupta
Nai Zindagi,1951,,,,,Mohan Sinha,Nirupa Roy,Amarnath,Ulhas
Nakhare,1951,,Romance,,,Geeta Bali,Nasir Khan,Heera Sawant,
Nandkishore,1951,,,,,Vasant Joglekar,Nalini Jaywant,Durga Khote,Mahipal
Naujawan,1951,130 min,Drama,5.6,13,Mahesh Kaul,Nalini Jaywant,Prem Nath,Nawab Kashmiri
Nazneen,1951,,Drama,,,N.K. Ziree,Madhubala,Nasir Khan,Agha
Parnetar,1951,,Musical,,,Nirupa Roy,,,
Phoolon Ke Haar,1951,,,,,G.P. Pawar,Nigar Sultana,,
Pyar Ki Baten,1951,,Romance,5.9,10,Akhtar Hussein,Nargis,Trilok Kapoor,Neelam
